country,data_source_year,iso_numeric,region,subregion,wra,pct_currentlymarried,pct_formerlymarried,pct_nevermarried,allpreg,allpreg_birth,allpreg_abortion,allpreg_miscar,allpreg_stillbirth,ipreg,ipreg_birth,ipreg_abortion,ipreg_miscar,ipreg_stillbirth,upreg,upreg_birth,upreg_abortion,upreg_miscar,upreg_stillbirth,allpreg_subreg,allpreg_birth_subreg,allpreg_abortion_subreg,allpreg_miscarsb_subreg,ipreg_subreg,ipreg_birth_subreg,ipreg_abortion_subreg,upreg_subreg,upreg_birth_subreg,upreg_abortion_subreg,pct_upreg,pct_upreg_subreg,safe_abortions,lesssafe_abortions,leastsafe_abortions,safe_abortions_subreg,lesssafe_abortions_subreg,leastsafe_abortions_subreg,pct_upreg_larcster,pct_upreg_sarc,pct_upreg_trad,pct_upreg_nouse,pct_matdeaths_abortions,pct_matdeaths_safeabs,pct_matdeaths_unsafeabs,pct_matdeaths_miscar,pct_matdeaths_ectopic,pct_matdeaths_hem,pct_matdeaths_hyptn,pct_matdeaths_inf,pct_matdeaths_other,pct_matdeaths_indirect,rate_matdeaths,rate_matdeaths_ipreg,rate_matdeaths_upreg,rate_matdeaths_nonabs,rate_matdeaths_upreg_nonabs,rate_matdeaths_abs,rate_matdeaths_safeabs,rate_matdeaths_unsafeabs,inneed,modmethods,femster,malester,iud,implant,inj,pill,condom,patchring,ecp,femcondom,lam,fabm,othersup,unmetneed,tradmethods,nomethod,noneed,inneed_1519,modmethods_1519,ster_1519,larc_1519,sarc_1519,unmetneed_1519,tradmethods_1519,nomethod_1519,noneed_1519,inneed_2024,modmethods_2024,ster_2024,larc_2024,sarc_2024,unmetneed_2024,tradmethods_2024,nomethod_2024,noneed_2024,inneed_2534,modmethods_2534,ster_2534,larc_2534,sarc_2534,unmetneed_2534,tradmethods_2534,nomethod_2534,noneed_2534,inneed_3549,modmethods_3549,ster_3549,larc_3549,sarc_3549,unmetneed_3549,tradmethods_3549,nomethod_3549,noneed_3549,inneed_wealthlow,modmethods_wealthlow,ster_wealthlow,larc_wealthlow,sarc_wealthlow,unmetneed_wealthlow,tradmethods_wealthlow,nomethod_wealthlow,noneed_wealthlow,inneed_wealthhigh,modmethods_wealthhigh,ster_wealthhigh,larc_wealthhigh,sarc_wealthhigh,unmetneed_wealthhigh,tradmethods_wealthhigh,nomethod_wealthhigh,noneed_wealthhigh,inneed_urban,modmethods_urban,ster_urban,larc_urban,sarc_urban,unmetneed_urban,tradmethods_urban,nomethod_urban,noneed_urban,inneed_rural,modmethods_rural,ster_rural,larc_rural,sarc_rural,unmetneed_rural,tradmethods_rural,nomethod_rural,noneed_rural,inneed_parity0,modmethods_parity0,ster_parity0,larc_parity0,sarc_parity0,unmetneed_parity0,tradmethods_parity0,nomethod_parity0,noneed_parity0,inneed_parity1plus,modmethods_parity1plus,ster_parity1plus,larc_parity1plus,sarc_parity1plus,unmetneed_parity1plus,tradmethods_parity1plus,nomethod_parity1plus,noneed_parity1plus,inneed_married,modmethods_married,ster_married,larc_married,sarc_married,unmetneed_married,tradmethods_married,nomethod_married,noneed_married,inneed_formerlymar,modmethods_formerlymar,ster_formerlymar,larc_formerlymar,sarc_formerlymar,unmetneed_formerlymar,tradmethods_formerlymar,nomethod_formerlymar,noneed_formerlymar,inneed_nevermar,modmethods_nevermar,ster_nevermar,larc_nevermar,sarc_nevermar,unmetneed_nevermar,tradmethods_nevermar,nomethod_nevermar,noneed_nevermar,dem_satisfied,dem_satisfied_1519,dem_satisfied_2024,dem_satisfied_2534,dem_satisfied_3549,dem_satisfied_wealthlow,dem_satisfied_wealthhigh,dem_satisfied_urban,dem_satisfied_rural,dem_satisfied_parity0,dem_satisfied_parity1plus,dem_satisfied_married,dem_satisfied_formerlymar,dem_satisfied_nevermar,pct_sev_preeclamp_need,pct_eclamp_need,pct_obstlabor_need,pct_sepsis_need,pct_aphem_need,pct_pphem_need,pct_sev_preeclamp_care,pct_eclamp_care,pct_obstlabor_care,pct_sepsis_care,pct_aphem_care,pct_pphem_care,pct_asphyxia_need,pct_lbw_need,pct_sepsisinf_need,pct_asphyxia_care,pct_lbw_care,pct_sepsisinf_care,safemethod_va,safemethod_de,safemethod_mifemiso_ls12,safemethod_mifemiso_12p,safemethod_miso_ls12,safemethod_miso_12p,lessmethod_va,lessmethod_dc,lessmethod_mifemiso_ls12,lessmethod_mifemiso_12p,lessmethod_miso_ls12,lessmethod_miso_12p,hivpos_livebirth,hivpos_livebirth_art,hiv_perinatal_current,hiv_perinatal_full,hiv_general_epidemic,anc_less4,anc_4plus,facility_delivery_yes,facility_delivery_no,sba_delivery,csection,sti_asymp,sti_symp_care,sti_symp_nocare,sti_nocare,pid_from_notrt_chlgon,pid_trt,infertility_from_pid,upreg_no_cp,upreg_birth_no_cp,upreg_abortion_no_cp,upreg_safe_abortion_no_cp,upreg_lesssafe_abortion_no_cp,upreg_leastsafe_abortion_no_cp,upreg_miscar_no_cp,upreg_stillbirth_no_cp,upreg_all_cp,upreg_births_all_cp,upreg_abortion_all_cp,upreg_safe_abortion_all_cp,upreg_lesssafe_abortion_all_cp,upreg_leastsafe_ab_all_cp,upreg_miscar_all_cp,upreg_stillbirth_all_cp,maternaldeath_no_cp_no_prnc,maternaldeath,maternaldeath_all_cp_curr_prnc,maternaldeath_curr_cp_all_prnc,maternaldeath_all_cp_all_prnc,pac_curr,pac_all_cp_all_prnc,pac_all_cp_all_prnc_safeab,adj_median_unmet_failrate,femster_failrate,malester_failrate,iud_failrate,implant_failrate,inj_failrate,pill_failrate,condom_failrate,otherhorm_failrate,femcondom_failrate,lam_failrate,fabm_failrate,othersup_failrate,perabs_failrate,withdraw_failrate,othertrad_failrate,nomethod_failrate,nocare_rate_aphem,nocare_rate_pphem,nocare_rate_hyptn,nocare_rate_sepsis,nocare_rate_ectopic,nocare_rate_otherdirect,nocare_rate_indirect,nocare_rate_miscar,nocare_rate_unsafe_abortion,nocare_rate_safe_abortion,ineff_aphem,ineff_pphem,ineff_hyptn,ineff_sepsis,ineff_ectopic,ineff_otherdirect,ineff_indirect,ineff_miscar,ineff_unsafe_abortion,curr_costs,curr_costs_percap,curr_costs_direct,curr_costs_progsys,costs_progsys_curr_inflate,curr_cp_costs,curr_costs_cp_percap,curr_cp_costs_direct,curr_cp_costs_progsys,curr_prnc_costs,curr_costs_prnc_percap,curr_prnc_costs_direct,curr_prnc_costs_progsys,curr_prnc_costs_ipreg,curr_prnc_costs_upreg,curr_prnc_costs_anc,curr_prnc_costs_delpostnatal,curr_prnc_costs_newborn,curr_prnc_costs_pmtct,curr_abortion_pac_costs,curr_abortion_pac_costs_percap,curr_abortion_costs_direct,curr_abortion_costs_progsys,curr_abortion_costs_service,curr_abortion_costs_safe,curr_abortion_costs_lesssafe,curr_pac_costs,curr_pac_costs_safe_abortion,curr_pac_costs_unsafe_ab,curr_sti_costs,curr_costs_sti_percap,curr_sti_costs_direct,curr_sti_costs_progsys,curr_sti_noprc,curr_sti_noprc_direct,curr_sti_noprc_progsys,curr_sti_costs_wra,curr_pid_notrt_chlgon,all_costs,all_costs_percap,all_costs_direct,all_costs_progsys,costs_progsys_all_inflate,all_inc_costs_percap_curr2all,all_costs_cp,all_costs_cp_percap,all_cp_costs_direct,all_cp_costs_progsys,all_prnc_costs,all_costs_prnc_percap,all_prnc_costs_direct,all_prnc_costs_progsys,all_prnc_costs_ipreg,all_prnc_costs_upreg,all_prnc_costs_anc,all_prnc_costs_delpostnatal,all_prnc_costs_newborn,all_prnc_costs_pmtct,all_abortion_pac_costs,all_abortion_pac_costs_percap,all_abortion_costs_direct,all_abortion_costs_progsys,all_abortion_costs_service,all_abortion_costs_safe,all_abortion_costs_lesssafe,all_pac_costs,all_pac_costs_safe_abortion,all_pac_costs_unsafe_ab,all_sti_costs,all_costs_sti_percap,all_sti_costs_direct,all_sti_costs_progsys,all_sti_noprc,all_sti_noprc_progsys,all_sti_noprc_direct,all_sti_costs_wra,all_pid_notrt_chlgon
Afghanistan,2016 Standard DHS,4,Asia,Southern Asia,8929.462,0.698574303,0.016676976,0.284748721,,,,,,,,,,,,,,,,70712.834,37883.5708,22885.8107,9877.7438,38850.6037,32375.503,0,31787.943,5489.9433,22885.8107,,0.45,,,,9657.812115,10275.729,2952.26958,0.002112156,0.076547014,0.033938759,0.887402072,0.024438802,0.000527053,0.02391175,5.55309E-05,0.002107568,0.172056268,0.092365352,0.086475167,0.233133682,0.38936763,637.927733,755.8099889,4090.116439,622.3375432,637.3025791,39.14069942,2,66.26375886,3095.4,1381.3,126.3713079,2.225171944,97.01971119,10.57818158,335.1089418,467.6191044,256.5659524,0,0,0.228444581,84.79498658,0,0.788197565,1714.1,162.7,1551.4,5834.062,143.6234542,45.28911135,0.137864577,3.012155878,42.1390909,98.33434286,10.54455886,87.78978401,2054.030546,592.7838776,219.2507028,1.480960975,20.41601102,197.3537308,373.5331748,28.49482124,345.0383535,1251.201122,1282.977976,536.1421212,18.40999333,38.87026387,478.861864,746.8358543,63.90040125,682.9354531,1288.115024,1076.014693,580.6180646,108.567661,45.299462,426.7509416,495.396628,59.76021865,435.6364094,1240.715307,1130.318923,440.2470534,37.97224047,21.68314632,380.5916666,690.0718697,27.46339751,662.6084722,2331.033702,1965.081077,941.0529466,90.62423941,85.91474645,764.5139607,1024.02813,135.2366025,888.7915278,3503.028298,917.5292866,478.0383927,54.17126524,46.69129413,377.1758333,439.4908939,81.99461569,357.4962782,1607.318128,2177.870713,903.2616073,74.42521465,60.90659864,767.929794,1274.609106,80.70538431,1193.903722,4226.743872,113.2583385,36.35673568,0.295168557,0.880625418,35.18094171,76.90160277,7.207839029,69.69376374,3023.665857,2982.141662,1344.943264,128.3013113,106.7172674,1109.924686,1637.198397,155.492161,1481.706236,2810.396143,3021.7,1333.2,121.4790015,106.6754905,1105.045508,1688.5,156.3,1532.2,3216.192692,18.11971095,8.009553709,4.228998411,0,3.780555299,10.11015724,0.126532648,9.983624592,130.7967113,55.58028905,40.09044629,2.88847994,0.922402245,36.27956411,15.48984276,6.273467352,9.216375408,2487.072597,0.446242812,0.315332281,0.369866171,0.417888796,0.539600499,0.389489236,0.478887593,0.521006141,0.414745284,0.321007143,0.45099912,0.441208591,0.442035402,0.721306905,0.0022,0.019,0.06,0.037887871,0.04,0.125086958,0.028241384,0.31392839,0.3217766,0.392410487,0.31392839,0.31392839,0.045,0.05304,0.201774948,0.523213983,0.156964195,0.51673134,0.6,0.1,0,0,0.27,0.03,0.15,0.25,0,0,0.54,0.06,0.225558943,47,0.041254731,0.003157825,0,0.823944918,0.176055082,0.523213983,0.476786017,0.547648367,0.034579309,587.9158,94.34083639,123.180865,711.096665,164.2533156,71.23792742,23.25384705,1292.771102,322.4526805,823.479896,347.5566099,369.3895947,106.5336914,130.0427925,16.79573321,146.1277352,36.44827753,93.08163835,39.28588764,41.75376816,12.04198255,14.69932203,1.898497307,11197.86154,7728.551898,6604.167596,4125.724642,3531.709704,179.1722473,34.56091997,2.79244915,0.44,0.005,0.0015,0.006031619,0.004349637,0.017796917,0.054390109,0.057655476,0.050362874,0.068530943,0.048174325,0.12,0.047553619,0.146936519,0.128317831,0.181161814,0.4,0.20414072,1.480638067,0.750332151,0.667720736,0.493971761,1.860228469,2.429850648,0.002329997,1.138950939,1.138950939,0.2,0.105,0.02624,0.05888,0.914736842,0.35877522,0.948919208,0.275789474,0.275789474,129375.3777,3.400878085,66609.0723,62766.3054,0.942308656,13291.19116,0.349384261,6842.986114,6448.205048,115506.5889,3.03631057,59468.70932,56037.87955,83906.95524,31599.63362,27377.60624,52408.72155,18522.23429,1971.82765,15226.19914,0.400249629,7839.227351,7386.971789,2659.235819,1519.723389,1139.51243,12566.96332,712.9326764,11854.03064,606.3409557,0.015183254,312.1753867,294.165569,577.5976737,297.3768726,280.2208011,6.427131441,752.2624504,317113.1097,8.335921752,148238.5117,168874.598,1.139208672,4.935043667,33176.25774,0.87210109,15508.65896,17667.59878,278635.2571,7.32445815,130251.5555,148383.7016,263390.7641,15244.49302,108806.0599,116528.3918,39821.51223,8243.811472,5235.481706,0.137624603,2447.391774,2788.089932,564.9451833,322.859824,242.0853593,4670.536523,159.2719522,4511.264571,5771.325101,0.139362512,2697.878509,3073.446593,5301.594815,2823.297637,2478.297178,7.165453671,0
Albania,2017 Standard DHS; 2017 Standard DHS & 2009 Standard DHS,8,Europe,Southern Europe,671.44,0.621648031,0.039398028,0.338953941,47.377102,33.421,6.610820004,7.211061117,0.134220884,36.401621,30.33468417,0,5.956075246,0.110861587,10.975481,3.086315831,6.610820004,1.25498587,0.023359296,,,,,,,,,,,0.231662143,,6.021795941,0.58175216,0.007271902,,,,0.000609324,0.021441521,0.396557897,0.581391259,0.39873871,0.02392102,0.374817689,0.002606717,0.048596224,0.150677692,0.032305278,0.052265177,0.282661902,0.032148301,15.06457511,16.59727729,163.1307981,9.057745868,9.124394123,30.36752474,2,320.3785044,278.1,23.9,4.887909188,0,1.60595796,0.178642399,0.826718962,5.265376934,10.43884889,0,0.432084409,0.080351241,0,0,0.184110014,254.2,177.9,76.3,393.34,5.267229938,0.52124682,0,0,0.52124682,4.745983119,2.682205765,2.063777353,92.83777006,38.24246628,3.786850382,0,0,3.786850382,34.4556159,20.33710775,14.11850815,76.10053372,112.8768192,9.487402056,1.095680575,0.749551747,7.642169734,103.3894172,62.75215712,40.63726003,99.51418079,121.7134846,10.10450074,3.792228613,1.035048612,5.277223518,111.6089838,92.12852937,19.48045447,124.8875154,104.4420584,7.831384084,2.605760575,0.448711157,4.776912352,96.61067432,65.6392689,30.97140542,155.7773093,173.6579416,16.06861592,2.282148612,1.335889202,12.4505781,157.5893257,112.2607311,45.32859458,237.5626907,167.3550546,15.7426601,2.251078964,1.036680278,12.45490086,151.6123945,105.9164171,45.69597746,239.1509333,110.7449454,8.157339902,2.636830224,0.74792008,4.772589597,102.5876055,71.98358291,30.60402254,154.1890667,42.53183855,7.31911473,0,0,7.31911473,35.21272382,23.27004357,11.94268025,228.829424,235.5681615,16.58088527,4.887909188,1.784600359,9.908375723,218.9872762,154.6299564,64.35731975,164.510576,249.3,17.9,4.789218179,1.784600359,11.32618146,231.4,163,68.4,168.099354,2.762785,0.380597361,0.098691008,0,0.281906353,2.382187639,0.706544452,1.675643187,23.69062672,26.037215,5.619402639,0,0,5.619402639,20.41781236,14.19345555,6.224356813,201.5500193,0.085940309,0.098960331,0.099022128,0.084050934,0.083018745,0.07498305,0.092530268,0.094067431,0.073658801,0.172085548,0.070386784,0.071801043,0.137758588,0.215821955,0.01166,0.001,0.06,0.034543016,0.04,0.086863487,0.771271286,0.985484176,0.985484176,0.985484176,0.985484176,0.985484176,0.045,0.04437,0.201660344,0.985484176,0.492742088,0.985484176,0.45,0.1,0.405,0.045,0,0,0.3,0.4,0.135,0.015,0.135,0.015,0.016133105,2,0.002542577,0.000206504,0,0.20031122,0.79968878,0.985484176,0.014515824,0.99826763,0.32786146,25.94444144,3.569478899,4.460943535,30.40538498,9.044345259,4.020162055,1.256045801,12.7229611,3.577708918,7.663373089,6.980566547,0.674376832,0.00842971,1.454800606,0.027078487,2.609646847,0.733835207,1.571858726,1.431806113,0.138323568,0.001729045,0.29839876,0.005554154,96.62746433,5.034731647,3.28987423,4.557903867,2.846758668,0.0661082,0.015718587,0.015718587,0.44,0.005,0.0015,0.006031619,0.004349637,0.017796917,0.054390109,0.057655476,0.050362874,0.068530943,0.048174325,0.12,0.047553619,0.146936519,0.128317831,0.181161814,0.4,0.053640383,0.092058226,0.007963386,0.010599745,0.333626193,0.044706996,0.004996771,0.006356918,11.61677783,11.61677783,0.2,0.105,0.02624,0.05888,0.914736842,0.947898065,0.948919208,0.275789474,0.275789474,9210.548154,3.197093475,4007.860921,5202.687233,1.298120702,281.1654559,0.097595955,122.3458174,158.8196384,8898.925187,3.088925347,3872.261879,5026.663309,7902.844119,996.081068,1745.13276,5906.254449,1058.1532,23.71208687,165.6726918,0.05750701,72.09050927,93.58218251,156.0618677,147.7200352,8.341832488,9.610824096,8.754499669,0.856324427,33.00998958,0.010572173,14.36390593,18.64608365,30.457511,13.25322511,17.20428589,9.247845558,56.87017721,13477.18686,4.67809575,6002.770745,7474.416115,1.245161015,1.481002275,3025.024452,1.050022841,1347.35301,1677.671442,10156.41652,3.525415907,4523.69182,5632.724698,9870.641547,285.7749703,3399.225943,5536.490079,873.5825922,308.6297434,38.48815945,0.013359709,17.1427168,21.34544265,36.25180501,34.31407038,1.937734626,2.236354443,2.037095262,0.199259181,308.5921818,0.102657002,137.447684,171.1444978,295.7458906,164.0199749,131.7259157,9.08295565,0
Algeria,2013 MICS,12,Africa,Northern Africa,10920.57999,0.534844347,0.044058609,0.421097046,,,,,,,,,,,,,,,,10109.8895,5920.9209,2734.1132,1457.4531,5257.9561,4381.6301,0,4883.996,1533.971,2734.1132,,0.482,,,,792.892828,727.2741112,1213.946261,0.00236422,0.323630132,0.11575882,0.558246828,0.042273852,0.002591704,0.039682148,0.000328071,0.005731441,0.191458915,0.185656967,0.099201602,0.244029889,0.231319263,112.3485524,170.936206,327.7898003,107.5991463,108.4167225,9.39330533,2,12.38298024,4452.6,3355.441395,51.27738329,0.223619317,154.8603469,10.03004706,10.79015283,2847.777559,169.5470699,0,0,1.200962363,106.6574487,0.041394725,3.035410251,1097.158605,449.2586053,647.9,6467.979993,47.40394197,25.09976546,0.028911388,0.365617852,24.70523622,22.30417651,1.88535521,20.4188213,1346.552058,367.0325513,247.7437342,1.302108951,4.729967091,241.7116582,119.2888171,25.48444294,93.80437421,1154.88744,1737.415101,1305.750718,3.549105583,55.31768321,1246.883929,431.6643833,146.1641248,285.5002585,1915.653891,2300.748406,1776.847178,46.62087668,104.4771258,1625.749175,523.9012283,275.7246823,248.176546,2050.886604,1808.027822,1358.500276,17.86605567,27.12586547,1313.508355,449.5275458,161.8175275,287.7100184,2491.467991,2644.572178,1996.941119,33.63494694,137.7645285,1825.541643,647.6310594,287.4410778,360.1899816,3976.512001,2812.973526,2112.823944,31.56980038,134.5542194,1946.699924,700.1495818,296.5146736,403.6349082,4143.188033,1639.626474,1242.617451,19.93120222,30.33617448,1192.350074,397.0090235,152.7439317,244.2650918,2324.79196,155.0180105,19.8843402,0.004188582,0.162493244,19.71765837,135.1336703,1.548364856,133.5853055,667.3757814,4297.581989,3335.557055,51.49681402,164.7279007,3119.33234,962.024935,447.7102404,514.3146945,5800.604211,4257.2,3266,36.38990426,157.2775739,3072.332522,991.2,434,557.2,1583.61046,2.435344204,0,0,0,0,2.435344204,0,2.435344204,478.710217,192.9646558,89.44139473,15.11109834,7.612820035,66.71747635,103.5232611,15.25860527,88.2646558,4405.659315,0.753591473,0.529486883,0.674991178,0.751547927,0.772290952,0.751371334,0.755109327,0.751099832,0.757866179,0.128271161,0.776147392,0.76717091,0,0.463511799,0.01232,0.029,0.06,0.029943918,0.04,0.086944958,0.512368159,0.984310627,0.984310627,0.984310627,0.984310627,0.984310627,0.045,0.06834,0.201745561,0.984310627,0.492155313,0.984310627,0.6,0.1,0,0,0.27,0.03,0.15,0.25,0,0,0.54,0.06,0.516775855,264,0.048421898,0.006300732,0,0.316191904,0.683808096,0.984310627,0.015689373,0.98253572,0.162560135,1318.987647,393.0871559,153.1602547,1472.147902,296.299545,213.2212312,20.76957844,3504.728398,1241.617332,1831.625091,527.398054,485.808831,818.4182062,397.5958408,33.89013458,427.4056316,151.4166519,223.3687721,64.31679514,59.24494188,99.80703513,48.48726697,4.132940625,5436.186785,1137.178565,898.1256649,766.1539405,607.1720297,230.5557008,100.6274054,6.701063164,0.44,0.005,0.0015,0.006031619,0.004349637,0.017796917,0.054390109,0.057655476,0.050362874,0.068530943,0.048174325,0.12,0.047553619,0.146936519,0.128317831,0.181161814,0.4,0.131531469,1.479625807,0.276528703,0.147675108,0.246709086,0.285047925,0.265722488,0.00482327,0.203831757,0.203831757,0.2,0.105,0.02624,0.05888,0.864642387,0.942349806,0.916478408,0.320317878,0.320317878,471477.5216,10.95108193,209675.8741,261801.6475,1.248601675,73959.86621,1.717877348,32891.49298,41068.37323,391973.3597,9.104426361,174318.7173,217654.6424,236693.3555,155280.0042,81067.93838,223771.905,52710.73658,6320.200467,28102.57933,0.652742993,12497.80236,15604.77696,3853.289948,2457.966758,1395.323189,24249.28938,794.0621082,23455.22727,5843.862177,0.128778219,2598.887229,3244.974947,5544.295621,2465.663742,3078.631878,14.86658134,4193.157742,594502.0457,13.80859174,250792.1562,343709.8895,1.370496967,2.857509809,102889.9222,2.389840269,43404.36777,59485.5544,463530.2992,10.76649055,195541.4015,267988.8977,358485.0264,105045.2727,169976.6675,217223.1402,40913.64473,14547.96985,20868.87694,0.484724659,8803.587276,12065.28966,1772.960146,1130.949698,642.010448,19095.91679,366.1591483,18729.75765,29399.84926,0.652260913,12402.39902,16997.45024,28081.82432,16235.43738,11846.38694,15.76200766,0
Angola,2016 Standard DHS,24,Africa,Middle Africa,7335.458,0.557977375,0.097419265,0.344603361,1814.793283,1283.488,249.643348,245.6392943,36.02264049,964.4954469,803.7462057,0,140.1905095,20.55873161,850.2978359,479.7417943,249.643348,105.4487848,15.46390888,,,,,,,,,,,0.46853702,,29.68473619,48.01804491,171.9405669,,,,0.000399049,0.076792476,0.014590612,0.908217864,0.09349938,0.000191698,0.093307681,0.000144569,0.038922012,0.316978636,0.092441535,0.119870941,0.136934746,0.201208181,241.2978428,385.3242273,645.5616111,218.7366442,219.6284047,115.993588,2,131.3777076,3109.2,1040.946857,2.722676338,0.242671145,10.35542176,43.90769927,267.1654297,216.4145844,478.2596601,0,4.862850728,4.80123116,3.132493643,0.646857129,8.435281857,2068.253143,79.05314287,1989.2,4226.258,522.8618852,175.8911421,0.242671145,2.404171921,173.244299,346.9707431,6.940201326,340.0305418,1187.688115,702.7162958,265.9308181,0,4.744824025,261.185994,436.7854777,15.51166572,421.273812,706.6217042,1149.646228,421.8546215,0,33.82654825,388.0280732,727.7916061,36.02815869,691.7634474,1051.770772,733.9755914,177.2702755,2.722676338,13.28757683,161.2600223,556.7053159,20.57311713,536.1321988,1280.177409,825.3788093,60.27837195,1.437792732,0,58.84057922,765.1004373,13.26405466,751.8363827,1705.426794,2283.821191,980.6684852,1.527554751,54.26312102,924.8778094,1303.152706,65.78908821,1237.363617,2520.831206,2392.77277,993.1457539,1.253620323,54.26312102,937.6290125,1399.627016,67.74060668,1331.886409,2712.575843,716.4272302,47.80110324,1.711727159,0,46.08937608,668.6261269,11.3125362,657.3135907,1513.682157,483.9027506,248.9305569,0.242671145,0.854261466,247.8336243,234.9721937,9.500164794,225.4720289,1314.668414,2625.297249,792.0163003,2.722676338,53.40885956,735.8847644,1833.280949,69.55297808,1763.727971,2911.589586,2128.2,582.139809,2.722676338,41.4007716,538.0163611,1546.060191,61.76019096,1484.3,1964.819596,182.8115907,90.11149527,0.242671145,3.674956392,86.19386773,92.70009542,1.976021285,90.72407413,531.8033343,798.1884093,368.6955528,0,9.187393036,359.5081598,429.4928565,15.31693062,414.1759259,1729.63507,0.334795721,0.336400772,0.37843269,0.366942988,0.241520668,0.07303116,0.429398102,0.415060622,0.066721505,0.514422695,0.301686333,0.273536232,0.492920033,0.461915443,0.01232,0.029,0.06,0.039139626,0.04,0.125017902,0.118543372,0.096210425,0.110641989,0.240526062,0.096210425,0.096210425,0.045,0.0612,0.226759395,0.481052124,0.048105212,0.470445019,0.6,0.1,0,0,0.27,0.03,0.15,0.25,0,0,0.54,0.06,21.67605172,7088,3.58305135,0.303464724,1,0.394488252,0.605511748,0.481052124,0.518947876,0.520085708,0.041640332,885.9766138,209.9230513,156.9965572,1042.973171,208.1499382,119.0873127,22.26565637,1188.675443,670.6559345,348.9893831,41.49783223,67.12691529,240.3646356,147.412325,21.6178002,179.6190935,101.3418858,52.73530047,6.270679732,10.14345484,36.3211659,22.27527148,3.266635733,4627.485985,3097.028856,2037.554465,1406.66965,910.6372771,137.3833655,29.02121413,1.582059014,0.44,0.005,0.0015,0.006031619,0.004349637,0.017796917,0.054390109,0.057655476,0.050362874,0.068530943,0.048174325,0.12,0.047553619,0.146936519,0.128317831,0.181161814,0.4,0.315244069,0.693016893,0.287920868,0.366920632,3.994857312,0.330681325,0.478952538,0.002162305,2.108883319,2.108883319,0.2,0.105,0.02624,0.05888,0.834517639,0.819130675,0.898061277,0.347095432,0.347095432,218663.3855,6.870740964,142436.4396,76226.94596,0.53516464,16019.08686,0.503344426,10434.76799,5584.318861,200527.2675,6.300876152,130622.6461,69904.62142,117271.2623,83256.00518,70586.2166,81210.94926,22863.12579,13417.69694,12449.27891,0.391175552,8109.409628,4339.869287,770.6685111,389.9682047,380.7003064,11678.6104,125.6795178,11552.93089,2470.450607,0.066520386,1609.241473,861.209134,2117.03118,1379.025496,738.0056836,11.7683627,1791.651597,1480517.03,46.52012946,306768.4844,1173748.545,3.826170565,39.6493885,152706.6096,4.798277296,31641.36194,121065.2477,1285207.843,40.38321347,266299.7144,1018908.129,1127035.172,158172.6717,475229.0571,570754.8453,138376.6967,86543.69076,14303.55338,0.449439717,2963.748004,11339.80537,511.7958369,258.9752933,252.8205436,13791.75754,89.40049244,13702.35705,46581.4514,1.338638693,9651.845241,36929.60616,42602.57667,33775.16867,8827.408002,37.17901816,0
